symbol,name,lastsale,marketcap,ipoyear,sector,industry
TLF,"Tandy Leather Factory, Inc.",5.511,49240000.0,,Consumer Non-Durables,Apparel
TANH,Tantech Holdings Ltd.,1.47,42410000.0,2015.0,Basic Industries,Major Chemicals
TAOP,Taoping Inc.,0.56,23390000.0,,Technology,Computer Software: Prepackaged Software
TEDU,"Tarena International, Inc.",1.26,66879999.99999999,2014.0,Consumer Services,Other Consumer Services
TH,Target Hospitality Corp.,7.83,823970000.0,2018.0,Consumer Services,Hotels/Resorts
THWWW,Target Hospitality Corp.,1.46,,2018.0,Consumer Services,Hotels/Resorts
TRNX,"Taronis Technologies, Inc.",0.4476,36550000.0,,Technology,Industrial Machinery/Components
TATT,TAT Technologies Ltd.,5.34,48860000.0,,Capital Goods,Aerospace
TAYD,"Taylor Devices, Inc.",11.25,39140000.0,,Capital Goods,Industrial Machinery/Components
TCF,TCF Financial Corporation,39.05,5990000000.0,,Finance,Major Banks
TCFCP,TCF Financial Corporation,26.08,,,Finance,Major Banks
CGBD,"TCG BDC, Inc.",14.23,862530000.0,2017.0,,
TCRR,TCR2 Therapeutics Inc.,15.63,374180000.0,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMTD,TD Ameritrade Holding Corporation,46.21,25350000000.0,1997.0,Finance,Investment Bankers/Brokers/Service
PETZ,"TDH Holdings, Inc.",1.33,16649999.999999998,2017.0,Consumer Non-Durables,Packaged Foods
TECD,Tech Data Corporation,90.77,3310000000.0,1986.0,Technology,Retail: Computer Software & Peripheral Equipment
TCCO,Technical Communications Corporation,2.63,4870000.0,,Technology,Radio And Television Broadcasting And Communications Equipment
TTGT,"TechTarget, Inc.",24.02,662850000.0,2007.0,Miscellaneous,Business Services
TGLS,Tecnoglass Inc.,7.0,305420000.0,2012.0,Consumer Durables,Electronic Components
TGEN,Tecogen Inc.,3.0,74520000.0,2014.0,Capital Goods,Industrial Machinery/Components
TECTP,"Tectonic Financial, Inc.",10.6538,15980000.0,2019.0,Finance,Major Banks
TNAV,"Telenav, Inc.",9.14,417170000.0,2010.0,Capital Goods,Industrial Machinery/Components
TLGT,"Teligent, Inc.",0.6858,36930000.0,,Health Care,Major Pharmaceuticals
TELL,Tellurian Inc.,5.48,1460000000.0,,Energy,Oil & Gas Production
TENB,"Tenable Holdings, Inc.",23.09,2240000000.0,2018.0,Technology,Computer Software: Prepackaged Software
TENX,"Tenax Therapeutics, Inc.",1.2378,7670000.0,,Health Care,Biotechnology: Commercial Physical & Biological Resarch
TZAC,Tenzing Acquisition Corp.,10.3,85130000.0,2018.0,Finance,Business Services
TZACU,Tenzing Acquisition Corp.,10.42,,2018.0,Finance,Business Services
TZACW,Tenzing Acquisition Corp.,0.18,,2018.0,Finance,Business Services
TER,"Teradyne, Inc.",52.39,8980000000.0,,Capital Goods,Electrical Products
TERP,"TerraForm Power, Inc.",16.31,3410000000.0,2014.0,Public Utilities,Electric Utilities: Central
TBNK,Territorial Bancorp Inc.,28.06,271190000.0,2009.0,Finance,Savings Institutions
TSLA,"Tesla, Inc. ",238.29,42680000000.0,2010.0,Capital Goods,Auto Manufacturing
TESS,TESSCO Technologies Incorporated,14.44,123040000.0,1994.0,Technology,Electronic Components
TTEK,"Tetra Tech, Inc.",80.25,4390000000.0,1991.0,Consumer Services,Military/Government/Technical
TTPH,"Tetraphase Pharmaceuticals, Inc.",0.3564,19340000.0,2013.0,Health Care,Major Pharmaceuticals
TCBI,"Texas Capital Bancshares, Inc.",56.76,2860000000.0,2003.0,Finance,Major Banks
TCBIL,"Texas Capital Bancshares, Inc.",26.0301,,,Finance,Major Banks
TCBIP,"Texas Capital Bancshares, Inc.",25.91,155460000.0,,Finance,Major Banks
TXN,Texas Instruments Incorporated,124.33,116080000000.0,,Technology,Semiconductors
TXRH,"Texas Roadhouse, Inc.",54.41,3790000000.0,2004.0,Consumer Services,Restaurants
TFSL,TFS Financial Corporation,17.7,4960000000.0,,Finance,Savings Institutions
TGTX,"TG Therapeutics, Inc.",6.9,626760000.0,,Health Care,Major Pharmaceuticals
WTER,The Alkaline Water Company Inc.,1.72,44480000.0,,Consumer Non-Durables,Food Distributors
ANDE,"The Andersons, Inc.",26.34,856050000.0,,Consumer Services,Farming/Seeds/Milling
TBBK,"The Bancorp, Inc.",9.42,535760000.0,,Finance,Major Banks
BPRN,The Bank of Princeton,27.23,182150000.0,,,
CG,The Carlyle Group L.P.,23.7,8090000000.0,2012.0,Finance,Investment Managers
TCGP,The Carlyle Group L.P.,25.13,402080000.0,,Finance,Investment Managers
CAKE,The Cheesecake Factory Incorporated,41.24,1840000000.0,1992.0,Consumer Services,Restaurants
CHEF,"The Chefs&#39; Warehouse, Inc.",37.95,1150000000.0,2011.0,Consumer Non-Durables,Food Distributors
TCFC,The Community Financial Corporation,32.0,178640000.0,,Finance,Major Banks
DSGX,The Descartes Systems Group Inc.,35.2,2960000000.0,,Technology,Computer Software: Prepackaged Software
DXYN,"The Dixie Group, Inc.",0.5985,9780000.0,,Consumer Durables,Home Furnishings
ENSG,"The Ensign Group, Inc.",51.81,2770000000.0,2007.0,Health Care,Hospital/Nursing Management
XONE,The ExOne Company,6.91,113010000.0,2013.0,Capital Goods,Industrial Machinery/Components
FBMS,"The First Bancshares, Inc.",32.21,552020000.0,,Finance,Major Banks
FLIC,The First of Long Island Corporation,21.77,536880000.0,,Finance,Major Banks
GT,The Goodyear Tire & Rubber Company,12.51,2910000000.0,,Consumer Durables,Automotive Aftermarket
HABT,"The Habit Restaurants, Inc.",9.58,250130000.0,2014.0,Consumer Services,Restaurants
HCKT,"The Hackett Group, Inc.",16.49,490410000.0,,Consumer Services,Professional Services
HAIN,"The Hain Celestial Group, Inc.",22.15,2310000000.0,,Consumer Non-Durables,Packaged Foods
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",6.09,37350000.0,,,
INTG,The Intergroup Corporation,29.72,69170000.0,,Consumer Services,Building operators
JYNT,The Joint Corp.,19.57,269780000.0,2014.0,Miscellaneous,Multi-Sector Companies
KHC,The Kraft Heinz Company,28.205,34410000000.0,,Consumer Non-Durables,Packaged Foods
OLD,The Long-Term Care ETF,30.339,21240000.0,,,
LOVE,The Lovesac Company,18.57,269830000.0,2018.0,Consumer Services,Other Specialty Stores
MSG,The Madison Square Garden Company,296.26,7040000000.0,2015.0,Consumer Services,Services-Misc. Amusement & Recreation
MDCO,The Medicines Company,34.51,2740000000.0,2000.0,Health Care,Major Pharmaceuticals
MEET,"The Meet Group, Inc.",3.44,262329999.99999997,,Consumer Services,Advertising
MIK,"The Michaels Companies, Inc.",6.375,1010000000.0,2014.0,Consumer Services,Recreational Products/Toys
MIDD,The Middleby Corporation,114.06,6350000000.0,,Technology,Industrial Machinery/Components
SLIM,The Obesity ETF,33.32,10000000.0,,,
STKS,"The ONE Group Hospitality, Inc.",3.15,90180000.0,,Consumer Services,Restaurants
ORG,The Organics ETF,23.99,9600000.0,,,
PECK,"The Peck Company Holdings, Inc.",4.54,23580000.0,2016.0,Public Utilities,Natural Gas Distribution
PRSC,The Providence Service Corporation,55.07,710120000.0,2003.0,Consumer Services,Transportation Services
REAL,"The RealReal, Inc.",23.13,1910000000.0,2019.0,Consumer Services,Other Specialty Stores
RMR,The RMR Group Inc.,47.18,1470000000.0,,Consumer Services,Professional Services
SMPL,The Simply Good Foods Company,26.53,2170000000.0,,Consumer Non-Durables,Packaged Foods
TSG,The Stars Group Inc.,15.59,4490000000.0,,Technology,"Computer Software: Programming, Data Processing"
TTD,"The Trade Desk, Inc.",273.91,12200000000.0,2016.0,Technology,"Computer Software: Programming, Data Processing"
YORW,The York Water Company,36.29,470880000.0,,Public Utilities,Water Supply
NCTY,The9 Limited,0.93,29470000.0,2004.0,Miscellaneous,Business Services
TXMD,"TherapeuticsMD, Inc.",2.64,636830000.0,,Health Care,Major Pharmaceuticals
TRPX,Therapix Biosciences Ltd.,2.2182,7780000.0,2017.0,Health Care,Major Pharmaceuticals
TBPH,"Theravance Biopharma, Inc.",20.03,1130000000.0,,Health Care,Major Pharmaceuticals
TCRD,"THL Credit, Inc.",6.54,208030000.0,2010.0,,
THBRU,"Thunder Bridge Acquisition II, Ltd.",,,,,
TIBR,Tiberius Acquisition Corporation,10.25,221020000.0,2018.0,Finance,Business Services
TIBRU,Tiberius Acquisition Corporation,10.77,,2018.0,Finance,Business Services
TIBRW,Tiberius Acquisition Corporation,0.5378,,2018.0,Finance,Business Services
TTS,"Tile Shop Hldgs, Inc.",2.56,130340000.0,,Consumer Services,Home Furnishings
TLRY,"Tilray, Inc.",43.855,4260000000.0,2018.0,Consumer Durables,Specialty Chemicals
TSBK,"Timberland Bancorp, Inc.",25.025,208730000.0,,Finance,Banks
TIPT,Tiptree Inc.,6.58,227350000.0,,Finance,Property-Casualty Insurers
TITN,Titan Machinery Inc.,19.91,441680000.0,2007.0,Consumer Services,Other Specialty Stores
TMDI,Titan Medical Inc.,2.33,72580000.0,,Health Care,Medical/Dental Instruments
TTNP,"Titan Pharmaceuticals, Inc.",0.7451,10070000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVTY,"Tivity Health, Inc.",18.33,874380000.0,,Health Care,Hospital/Nursing Management
TIVO,TiVo Corporation,7.56,950890000.0,,Miscellaneous,Multi-Sector Companies
TLSA,Tiziana Life Sciences plc,6.615,90270000.0,2018.0,Health Care,Major Pharmaceuticals
TKKS,TKK Symphony Acquisition Corporation,10.07,316700000.0,2018.0,Finance,Business Services
TKKSR,TKK Symphony Acquisition Corporation,0.17,,2018.0,Finance,Business Services
TKKSU,TKK Symphony Acquisition Corporation,10.28,,2018.0,Finance,Business Services
TKKSW,TKK Symphony Acquisition Corporation,0.09,,2018.0,Finance,Business Services
TMUS,"T-Mobile US, Inc.",77.92,66580000000.0,,Public Utilities,Telecommunications Equipment
TMSR,TMSR Holding Company Limited,1.3173,28680000.0,2015.0,Finance,Business Services
TOCA,Tocagen Inc.,5.08,120810000.0,2017.0,Health Care,Major Pharmaceuticals
TNXP,Tonix Pharmaceuticals Holding Corp.,0.47,2980000.0,,Health Care,Major Pharmaceuticals
TOPS,TOP Ships Inc.,0.3579,11340000.0,,Transportation,Marine Transportation
TRCH,"Torchlight Energy Resources, Inc.",1.44,103690000.0,,Energy,Oil & Gas Production
TRMD,TORM plc,7.18,180370000.0,,Transportation,Marine Transportation
TOTA,Tottenham Acquisition I Limited,10.25,61140000.0,2018.0,Finance,Business Services
TOTAR,Tottenham Acquisition I Limited,0.28,,2018.0,Finance,Business Services
TOTAU,Tottenham Acquisition I Limited,10.25,,2018.0,Finance,Business Services
TOTAW,Tottenham Acquisition I Limited,0.08,,2018.0,Finance,Business Services
TBLT,"ToughBuilt Industries, Inc.",0.519,9360000.0,2018.0,Capital Goods,Industrial Machinery/Components
TBLTU,"ToughBuilt Industries, Inc.",4.1,,2018.0,Capital Goods,Industrial Machinery/Components
TBLTW,"ToughBuilt Industries, Inc.",0.03,,2018.0,Capital Goods,Industrial Machinery/Components
TSEM,Tower Semiconductor Ltd.,19.69,2100000000.0,1994.0,Technology,Semiconductors
CLUB,"Town Sports International Holdings, Inc.",1.46,40830000.0,2006.0,Consumer Services,Hotels/Resorts
TOWN,Towne Bank,27.43,1990000000.0,,,
TPIC,"TPI Composites, Inc.",21.01,735670000.0,2016.0,Energy,Industrial Machinery/Components
TCON,"TRACON Pharmaceuticals, Inc.",0.43,12870000.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,Tractor Supply Company,109.08,13160000000.0,1994.0,Consumer Services,RETAIL: Building Materials
TW,Tradeweb Markets Inc.,44.24,9830000000.0,2019.0,Finance,Investment Bankers/Brokers/Service
TWMC,Trans World Entertainment Corp.,0.271,9830000.0,,Consumer Services,Consumer Electronics/Video Chains
TACT,TransAct Technologies Incorporated,12.03,89710000.0,1996.0,Technology,Computer peripheral equipment
TRNS,"Transcat, Inc.",23.06,168450000.0,,Capital Goods,Electrical Products
TGA,TransGlobe Energy Corporation,1.43,103740000.0,,Energy,Oil & Gas Production
TBIO,"Translate Bio, Inc.",8.06,411140000.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TMDX,"TransMedics Group, Inc.",21.16,446340000.0,2019.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TA,TravelCenters of America Inc. ,14.89,120420000.0,,Consumer Durables,Automotive Aftermarket
TANNI,TravelCenters of America Inc. ,25.48,,,Consumer Durables,Automotive Aftermarket
TANNL,TravelCenters of America Inc. ,25.26,,,Consumer Durables,Automotive Aftermarket
TANNZ,TravelCenters of America Inc. ,25.1,,,Consumer Durables,Automotive Aftermarket
TZOO,Travelzoo,12.0,142380000.0,,Technology,EDP Services
TRMT,Tremont Mortgage Trust,4.66,38180000.0,2017.0,Consumer Services,Real Estate Investment Trusts
TRVN,"Trevena, Inc.",0.9403,86840000.0,2014.0,Health Care,Major Pharmaceuticals
TRVI,"Trevi Therapeutics, Inc.",4.99,88990000.0,2019.0,Health Care,Major Pharmaceuticals
TPCO,Tribune Publishing Company,8.0,285530000.0,,Consumer Services,Newspapers/Magazines
TCDA,"Tricida, Inc.",32.52,1600000000.0,2018.0,Health Care,Major Pharmaceuticals
TCBK,TriCo Bancshares,36.74,1120000000.0,,Finance,Major Banks
TDAC,Trident Acquisitions Corp.,10.42,274110000.0,2018.0,Finance,Business Services
TDACU,Trident Acquisitions Corp.,10.59,,2018.0,Finance,Business Services
TDACW,Trident Acquisitions Corp.,0.16,,2018.0,Finance,Business Services
TRIL,Trillium Therapeutics Inc.,0.3248,9110000.0,,Health Care,Major Pharmaceuticals
TRS,TriMas Corporation,29.63,1340000000.0,2007.0,Capital Goods,Industrial Specialties
TRMB,Trimble Inc.,39.37,9910000000.0,1990.0,Capital Goods,Industrial Machinery/Components
TRIB,Trinity Biotech plc,2.0,41800000.0,1992.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TMCX,Trinity Merger Corp.,10.36,446780000.0,2018.0,Finance,Business Services
TMCXU,Trinity Merger Corp.,10.57,,2018.0,Finance,Business Services
TMCXW,Trinity Merger Corp.,0.3,,2018.0,Finance,Business Services
TRIP,"TripAdvisor, Inc.",43.26,6010000000.0,,Technology,"Computer Software: Programming, Data Processing"
TSC,"TriState Capital Holdings, Inc.",19.89,583560000.0,2013.0,Finance,Major Banks
TSCAP,"TriState Capital Holdings, Inc.",26.62,781010000.0,,Finance,Major Banks
TSCBP,"TriState Capital Holdings, Inc.",26.217,73410000.0,,Finance,Major Banks
TBK,"Triumph Bancorp, Inc.",29.695,778180000.0,2014.0,Finance,Major Banks
TRVG,trivago N.V.,4.91,1730000000.0,2016.0,Technology,EDP Services
TROV,"TrovaGene, Inc.",1.68,8810000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRUE,"TrueCar, Inc.",4.84,509600000.0,2014.0,Technology,"Computer Software: Programming, Data Processing"
TRUP,"Trupanion, Inc.",32.68,1140000000.0,,Health Care,Medical Specialities
TRST,TrustCo Bank Corp NY,7.83,758120000.0,,Finance,Major Banks
TRMK,Trustmark Corporation,34.6,2230000000.0,,Finance,Major Banks
TSRI,"TSR, Inc.",4.65,9120000.0,,Technology,EDP Services
TTEC,"TTEC Holdings, Inc.",46.71,2160000000.0,1996.0,Technology,Professional Services
TTMI,"TTM Technologies, Inc.",10.96,1160000000.0,2000.0,Technology,Electrical Products
TC,TuanChe Limited,4.79,346430000.0,2018.0,Miscellaneous,Business Services
TCX,Tucows Inc.,48.36,515690000.00000006,,Technology,EDP Services
TUES,Tuesday Morning Corp.,1.56,72870000.0,1999.0,Consumer Services,Department/Specialty Retail Stores
TOUR,Tuniu Corporation,3.1,382340000.0,2014.0,Consumer Services,Transportation Services
TPTX,"Turning Point Therapeutics, Inc.",40.21,1250000000.0,2019.0,Health Care,Major Pharmaceuticals
HEAR,Turtle Beach Corporation,10.38,151870000.0,,Capital Goods,Telecommunications Equipment
THCB,Tuscan Holdings Corp.,9.95,353100000.0,2019.0,Finance,Business Services
THCBU,Tuscan Holdings Corp.,10.73,,2019.0,Finance,Business Services
THCBW,Tuscan Holdings Corp.,0.8339,,2019.0,Finance,Business Services
THCA,Tuscan Holdings Corp. II,9.75,,2019.0,Finance,Business Services
THCAU,Tuscan Holdings Corp. II,10.06,,2019.0,Finance,Business Services
THCAW,Tuscan Holdings Corp. II,,,2019.0,Finance,Business Services
BROG,Twelve Seas Investment Company,10.15,271810000.0,2018.0,Finance,Business Services
BROGR,Twelve Seas Investment Company,0.3397,,2018.0,Finance,Business Services
BROGU,Twelve Seas Investment Company,10.6,,2018.0,Finance,Business Services
BROGW,Twelve Seas Investment Company,0.1999,,2018.0,Finance,Business Services
TWIN,"Twin Disc, Incorporated",12.2,159800000.0,,Technology,Industrial Machinery/Components
TWST,Twist Bioscience Corporation,29.63,961670000.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRCB,Two River Bancorp,13.83,119720000.0,,Finance,Major Banks
TYME,"Tyme Technologies, Inc.",1.01,113070000.0,,Health Care,Major Pharmaceuticals
USCR,"U S Concrete, Inc.",44.69,742580000.0,,Capital Goods,Building Materials
PRTS,"U.S. Auto Parts Network, Inc.",1.06,37650000.0,2007.0,Consumer Services,Other Specialty Stores
USEG,U.S. Energy Corp.,0.4433,5970000.0,,Energy,Oil & Gas Production
GROW,"U.S. Global Investors, Inc.",2.0,30260000.0,,Finance,Investment Managers
USAU,U.S. Gold Corp.,1.03,21350000.0,,,
USWS,"U.S. Well Services, Inc.",2.8,191470000.0,2017.0,Energy,Oilfield Services/Equipment
USWSW,"U.S. Well Services, Inc.",0.32,,2017.0,Energy,Oilfield Services/Equipment
UBNT,"Ubiquiti Networks, Inc.",119.85,8460000000.000001,2011.0,Technology,Radio And Television Broadcasting And Communications Equipment
UFPT,"UFP Technologies, Inc.",42.815,317840000.0,1993.0,Capital Goods,Containers/Packaging
ULTA,"Ulta Beauty, Inc.",353.04,20640000000.0,2007.0,Consumer Services,Other Specialty Stores
UCTT,"Ultra Clean Holdings, Inc.",13.57,533770000.0,2004.0,Technology,Semiconductors
RARE,Ultragenyx Pharmaceutical Inc.,61.63,3560000000.0,2014.0,Health Care,Major Pharmaceuticals
ULBI,Ultralife Corporation,8.65,136350000.0,1992.0,Miscellaneous,Industrial Machinery/Components
UMBF,UMB Financial Corporation,66.39,3260000000.0,,Finance,Major Banks
UMPQ,Umpqua Holdings Corporation,16.45,3630000000.0,,Finance,Savings Institutions
UNAM,Unico American Corporation,6.1,32369999.999999996,,Finance,Property-Casualty Insurers
UNB,"Union Bankshares, Inc.",32.16,143680000.0,,Finance,Major Banks
QURE,uniQure N.V.,55.99,2120000000.0,2014.0,Health Care,Major Pharmaceuticals
UAL,"United Airlines Holdings, Inc.",87.63,22510000000.0,,Transportation,Air Freight/Delivery Services
UBCP,"United Bancorp, Inc.",11.48,65860000.0,,Finance,Major Banks
UBOH,"United Bancshares, Inc.",21.11,69040000.0,,Finance,Major Banks
UBSI,"United Bankshares, Inc.",36.52,3720000000.0,,Finance,Major Banks
UCBI,"United Community Banks, Inc.",27.23,2150000000.0,,Finance,Major Banks
UCFC,United Community Financial Corp.,9.92,476840000.0,,Finance,Banks
UBNK,"United Financial Bancorp, Inc. ",13.32,681350000.0,,Finance,Banks
UFCS,"United Fire Group, Inc",46.61,1170000000.0,,Finance,Property-Casualty Insurers
UIHC,United Insurance Holdings Corp.,11.87,513150000.0,,Finance,Property-Casualty Insurers
UNFI,"United Natural Foods, Inc.",8.65,455890000.0,2019.0,Consumer Non-Durables,Food Distributors
UBFO,United Security Bancshares,10.54,178690000.0,,Finance,Major Banks
USLM,"United States Lime & Minerals, Inc.",83.0,465860000.0,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UTHR,United Therapeutics Corporation,81.72,3580000000.0,1999.0,Health Care,Major Pharmaceuticals
UG,"United-Guardian, Inc.",20.11,92390000.0,,Consumer Non-Durables,Package Goods/Cosmetics
UNIT,Uniti Group Inc.,8.54,1650000000.0,,Consumer Services,Real Estate Investment Trusts
UNTY,"Unity Bancorp, Inc.",20.27,219680000.0,,Finance,Major Banks
UBX,"Unity Biotechnology, Inc.",7.18,308070000.0,2018.0,Health Care,Major Pharmaceuticals
OLED,Universal Display Corporation,216.14,10180000000.0,,Capital Goods,Electrical Products
UEIC,Universal Electronics Inc.,42.3,586250000.0,1993.0,Consumer Non-Durables,Consumer Electronics/Appliances
UFPI,"Universal Forest Products, Inc.",40.59,2490000000.0,1993.0,Basic Industries,Forest Products
ULH,"Universal Logistics Holdings, Inc.",20.7,596960000.0,,Transportation,Trucking Freight/Courier Services
USAP,"Universal Stainless & Alloy Products, Inc.",15.83,139110000.0,1994.0,Basic Industries,Steel/Iron Ore
UVSP,Univest Financial Corporation,25.84,757250000.0,,Finance,Major Banks
UMRX,Unum Therapeutics Inc.,1.8,54210000.0,2018.0,Health Care,Major Pharmaceuticals
TTTN,UP Fintech China-U.S. Internet Titans ETF,26.638,8100000.0,,,
TIGR,UP Fintech Holding Limited,4.345,576960000.0,2019.0,Finance,Investment Bankers/Brokers/Service
UPLD,"Upland Software, Inc.",44.42,954380000.0,2014.0,Technology,Computer Software: Prepackaged Software
UPWK,Upwork Inc.,17.005,1820000000.0,2018.0,Technology,EDP Services
UONE,"Urban One, Inc. ",2.13,98140000.0,,Consumer Services,Broadcasting
UONEK,"Urban One, Inc. ",2.05,94450000.0,,Consumer Services,Broadcasting
URBN,"Urban Outfitters, Inc.",22.0,2160000000.0,1993.0,Consumer Services,Clothing/Shoe/Accessory Stores
MYT,"Urban Tea, Inc.",0.3021,7900000.0,,Basic Industries,Major Chemicals
URGN,UroGen Pharma Ltd.,32.63,678420000.0,2017.0,Health Care,Major Pharmaceuticals
UROV,Urovant Sciences Ltd.,7.9,239690000.0,2018.0,Health Care,Major Pharmaceuticals
ECOL,"US Ecology, Inc.",62.96,1390000000.0,,Public Utilities,Environmental Services
USAT,"USA Technologies, Inc.",7.25,435010000.0,,Miscellaneous,Office Equipment/Supplies/Services
USATP,"USA Technologies, Inc.",26.61,11840000.0,,Miscellaneous,Office Equipment/Supplies/Services
USAK,"USA Truck, Inc.",8.8,75510000.0,1992.0,Transportation,Trucking Freight/Courier Services
USIO,"Usio, Inc.",2.92,49200000.0,,Finance,Investment Bankers/Brokers/Service
UTMD,"Utah Medical Products, Inc.",98.0,364470000.0,,Health Care,Medical/Dental Instruments
UTSI,UTStarcom Holdings Corp,2.89,102930000.0,2000.0,Capital Goods,Telecommunications Equipment
UXIN,Uxin Limited,2.275,667830000.0,2018.0,Miscellaneous,Business Services
VCNX,"Vaccinex, Inc.",4.9,72820000.0,2018.0,Health Care,Major Pharmaceuticals
VLRX,"Valeritas Holdings, Inc.",2.945,15640000.0,,Health Care,Medical/Dental Instruments
VALX,Validea Market Legends ETF,24.63,20940000.0,,,
VLY,Valley National Bancorp,10.67,3540000000.0,,Finance,Major Banks
VLYPO,Valley National Bancorp,25.77,103080000.0,,Finance,Major Banks
VLYPP,Valley National Bancorp,28.57,131419999.99999999,,Finance,Major Banks
VALU,"Value Line, Inc.",26.37,254730000.0,1983.0,Finance,Investment Managers
VNDA,Vanda Pharmaceuticals Inc.,15.01,799640000.0,2006.0,Health Care,Major Pharmaceuticals
BBH,VanEck Vectors Biotech ETF,126.19,359200000.0,,,
PPH,VanEck Vectors Pharmaceutical ETF,57.36,165660000.0,,,
VWOB,Vanguard Emerging Markets Government Bond ETF,81.34,1470000000.0,,,
VNQI,Vanguard Global ex-U.S. Real Estate ETF,57.55,5530000000.0,,,
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,90.835,23780000000.0,,,
VGIT,Vanguard Intermediate-Term Treasury ETF,66.69,4219999999.9999995,,,
VIGI,Vanguard International Dividend Appreciation ETF,65.79,1170000000.0,,,
VYMI,Vanguard International High Dividend Yield ETF,58.165,1110000000.0,,,
VCLT,Vanguard Long-Term Corporate Bond ETF,99.875,3880000000.0,,,
VGLT,Vanguard Long-Treasury ETF,86.05,1240000000.0,,,
VMBS,Vanguard Mortgage-Backed Securities ETF,52.99,10070000000.0,,,
VONE,Vanguard Russell 1000 ETF,134.93,1160000000.0,,,
VONG,Vanguard Russell 1000 Growth ETF,164.5175,2840000000.0,,,
VONV,Vanguard Russell 1000 Value ETF,110.23,1920000000.0,,,
VTWO,Vanguard Russell 2000 ETF,122.603,1500000000.0,,,
VTWG,Vanguard Russell 2000 Growth ETF,145.18,304880000.0,,,
VTWV,Vanguard Russell 2000 Value ETF,101.85,249530000.0,,,
VTHR,Vanguard Russell 3000 ETF,133.88,471930000.0,,,
VCSH,Vanguard Short-Term Corporate Bond ETF,80.87,24110000000.0,,,
VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,49.527,6320000000.0,,,
VGSH,Vanguard Short-Term Treasury ETF,60.975,5100000000.0,,,
BND,Vanguard Total Bond Market ETF,84.13,43240000000.0,,,
VTC,Vanguard Total Corporate Bond ETF,87.855,217440000.0,,,
BNDX,Vanguard Total International Bond ETF,58.41,19560000000.0,,,
VXUS,Vanguard Total International Stock ETF,50.73,13700000000.0,,,
BNDW,Vanguard Total World Bond ETF,80.0393,154080000.0,,,
VREX,Varex Imaging Corporation,26.16,1000000000.0,,Capital Goods,Industrial Machinery/Components
VRNS,"Varonis Systems, Inc.",70.05,2120000000.0,2014.0,Technology,Computer Software: Prepackaged Software
VBLT,Vascular Biogenics Ltd.,1.22,43770000.0,2014.0,Health Care,Major Pharmaceuticals
VXRT,"Vaxart, Inc.",0.5946,9390000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VBIV,"VBI Vaccines, Inc.",0.6808,43620000.0,,Health Care,Major Pharmaceuticals
VTIQ,VectoIQ Acquisition Corp.,10.17,301440000.0,2018.0,Finance,Business Services
VTIQU,VectoIQ Acquisition Corp.,10.55,,2018.0,Finance,Business Services
VTIQW,VectoIQ Acquisition Corp.,0.4501,13340000.0,2018.0,Finance,Business Services
VECO,Veeco Instruments Inc.,11.6825,572110000.0,1994.0,Technology,Industrial Machinery/Components
VEON,VEON Ltd.,2.855,5020000000.0,,Public Utilities,Telecommunications Equipment
VRA,"Vera Bradley, Inc.",11.77,402700000.0,2010.0,Consumer Non-Durables,Apparel
VCYT,"Veracyte, Inc.",26.71,1290000000.0,2013.0,Health Care,Medical Specialities
VSTM,"Verastem, Inc.",1.3,96380000.0,2012.0,Health Care,Major Pharmaceuticals
VERB,"Verb Technology Company, Inc.",1.78,39710000.0,,Consumer Services,Other Consumer Services
VERBW,"Verb Technology Company, Inc.",0.72,,,Consumer Services,Other Consumer Services
VCEL,Vericel Corporation,18.35,805770000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VERY,"Vericity, Inc.",10.0,,,,
VRNT,Verint Systems Inc.,56.39,3710000000.0,2002.0,Technology,EDP Services
VRSN,"VeriSign, Inc.",211.34,25020000000.0,1998.0,Technology,EDP Services
VRSK,"Verisk Analytics, Inc.",156.17,25530000000.0,2009.0,Technology,EDP Services
VBTX,"Veritex Holdings, Inc.",23.71,1270000000.0,2014.0,Finance,Major Banks
VERI,"Veritone, Inc.",5.17,105170000.0,2017.0,Technology,EDP Services
VRML,"Vermillion, Inc.",0.6599,64140000.0,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VRNA,Verona Pharma plc,4.52,59510000.0,2017.0,Health Care,Major Pharmaceuticals
VRRM,Verra Mobility Corporation,13.95,2210000000.0,2017.0,Consumer Services,Transportation Services
VRCA,Verrica Pharmaceuticals Inc.,10.56,271480000.0,2018.0,Health Care,Major Pharmaceuticals
