symbol,symbol,name,lastsale,marketcap,ipoyear,sector,industry
AMRC,AMRC,"Ameresco, Inc.",14.47,701410000.0,2010.0,Basic Industries,Engineering & Construction
AMRH,AMRH,"Ameri Holdings, Inc.",0.2802,14100000.0,,Technology,Semiconductors
AMRK,AMRK,"A-Mark Precious Metals, Inc.",13.91,97810000.0,,Basic Industries,Other Specialty Stores
AMRN,AMRN,Amarin Corporation plc,17.8086,6360000000.0,,Health Care,Major Pharmaceuticals
AMRS,AMRS,"Amyris, Inc.",3.64,375130000.0,2010.0,Basic Industries,Major Chemicals
AMRX,AMRX,"Amneal Pharmaceuticals, Inc.",2.99,894280000.0,2018.0,Health Care,Major Pharmaceuticals
AMS,AMS,American Shared Hospital Services,2.87,16399999.999999998,,Health Care,Medical Specialities
AMSC,AMSC,American Superconductor Corporation,8.56,185010000.0,1991.0,Consumer Durables,Metal Fabrications
AMSF,AMSF,"AMERISAFE, Inc.",66.39,1280000000.0,2005.0,Finance,Property-Casualty Insurers
AMSWA,AMSWA,"American Software, Inc.",13.53,424250000.0,,Technology,Computer Software: Prepackaged Software
AMT,AMT,American Tower Corporation (REIT),221.02,97840000000.0,,Consumer Services,Real Estate Investment Trusts
AMTB,AMTB,Amerant Bancorp Inc.,17.73,766020000.0,,Finance,Major Banks
AMTD,AMTD,TD Ameritrade Holding Corporation,46.21,25350000000.0,1997.0,Finance,Investment Bankers/Brokers/Service
AMTX,AMTX,"Aemetis, Inc",0.9681,19730000.0,,Basic Industries,Major Chemicals
AMWD,AMWD,American Woodmark Corporation,83.845,1410000000.0,1986.0,Basic Industries,Forest Products
AMZN,AMZN,"Amazon.com, Inc.",1832.89,906650000000.0,1997.0,Consumer Services,Catalog/Specialty Distribution
AN,AN,"AutoNation, Inc.",48.44,4310000000.0,,Consumer Durables,Automotive Aftermarket
ANAB,ANAB,"AnaptysBio, Inc.",52.45,1420000000.0,2017.0,Health Care,Major Pharmaceuticals
ANAT,ANAT,American National Insurance Company,118.23,3180000000.0,,Finance,Life Insurance
ANCN,ANCN,Anchiano Therapeutics Ltd.,2.81,19170000.0,2019.0,Health Care,Major Pharmaceuticals
ANDA,ANDA,Andina Acquisition Corp. III,9.85,136870000.0,2019.0,Finance,Business Services
ANDE,ANDE,"The Andersons, Inc.",26.34,856050000.0,,Consumer Services,Farming/Seeds/Milling
ANET,ANET,"Arista Networks, Inc.",234.49,17970000000.0,2014.0,Technology,Computer Communications Equipment
ANF,ANF,Abercrombie & Fitch Company,17.52,1150000000.0,,Consumer Services,Clothing/Shoe/Accessory Stores
ANFI,ANFI,Amira Nature Foods Ltd,0.5834,23550000.0,2012.0,Consumer Non-Durables,Packaged Foods
ANGI,ANGI,ANGI Homeservices Inc.,9.41,4770000000.0,,Consumer Services,Advertising
ANGO,ANGO,"AngioDynamics, Inc.",19.94,743300000.0,2004.0,Health Care,Medical/Dental Instruments
ANH,ANH,Anworth Mortgage Asset  Corporation,3.77,372030000.0,,Consumer Services,Real Estate Investment Trusts
ANIK,ANIK,Anika Therapeutics Inc.,56.57,779700000.0,,Health Care,Medical/Dental Instruments
ANIP,ANIP,"ANI Pharmaceuticals, Inc.",73.68,887680000.0,,Health Care,Major Pharmaceuticals
ANIX,ANIX,"Anixa Biosciences, Inc.",4.37,87820000.0,,Health Care,Medical Specialities
ANSS,ANSS,"ANSYS, Inc.",211.41,17740000000.0,1996.0,Technology,Computer Software: Prepackaged Software
ANTE,ANTE,AirNet Technology Inc.,1.0,12570000.0,,Technology,Advertising
ANTM,ANTM,"Anthem, Inc.",288.65,73840000000.0,,Health Care,Medical Specialities
ANY,ANY,Sphere 3D Corp.,1.38,3170000.0,,Technology,EDP Services
AOBC,AOBC,American Outdoor Brands Corporation,8.59,470750000.0,,Capital Goods,Ordnance And Accessories
AOD,AOD,Aberdeen Total Dynamic Dividend Fund,8.15,859260000.0,2007.0,,
AON,AON,Aon plc,189.7,44740000000.0,,Finance,Specialty Insurers
AOS,AOS,A.O Smith Corporation,45.91,7680000000.0,,Consumer Durables,Consumer Electronics/Appliances
AOSL,AOSL,Alpha and Omega Semiconductor Limited,11.4,276930000.0,2010.0,Technology,Semiconductors
AP,AP,Ampco-Pittsburgh Corporation,3.61,45170000.0,,Capital Goods,Fluid Controls
APA,APA,Apache Corporation,22.45,8439999999.999999,,Energy,Oil & Gas Production
APAM,APAM,Artisan Partners Asset Management Inc.,28.24,2200000000.0,2013.0,Finance,Investment Managers
APD,APD,"Air Products and Chemicals, Inc.",227.98,50240000000.0,,Basic Industries,Major Chemicals
APDN,APDN,Applied DNA Sciences Inc,0.2801,10610000.0,,Consumer Services,Other Consumer Services
APEI,APEI,"American Public Education, Inc.",26.2,434560000.0,2007.0,Consumer Services,Other Consumer Services
APEN,APEN,"Apollo Endosurgery, Inc.",3.01,66019999.99999999,,Health Care,Medical/Dental Instruments
APEX,APEX,Apex Global Brands Inc.,0.5,7970000.0,,Consumer Non-Durables,Apparel
APH,APH,Amphenol Corporation,88.74,26400000000.0,,Capital Goods,Electrical Products
APHA,APHA,Aphria Inc.,6.7,1680000000.0,2018.0,Consumer Durables,Specialty Chemicals
APLE,APLE,"Apple Hospitality REIT, Inc.",15.51,3470000000.0,2015.0,Consumer Services,Real Estate Investment Trusts
APLS,APLS,"Apellis Pharmaceuticals, Inc.",28.09,1790000000.0,2017.0,Health Care,Major Pharmaceuticals
APLT,APLT,"Applied Therapeutics, Inc.",8.6,146650000.0,2019.0,Health Care,Major Pharmaceuticals
APM,APM,Aptorum Group Limited,17.55,509570000.0,2018.0,Health Care,Major Pharmaceuticals
APO,APO,"Apollo Global Management, LLC",34.0,13690000000.0,2011.0,Finance,Investment Managers
APOG,APOG,"Apogee Enterprises, Inc.",38.61,1020000000.0,,Capital Goods,Auto Parts:O.E.M.
APOP,APOP,Cellect Biotechnology Ltd.,0.4295,4810000.0,2016.0,Health Care,Medical/Dental Instruments
APPF,APPF,"AppFolio, Inc.",96.66,3290000000.0,2015.0,Technology,Computer Software: Prepackaged Software
APPN,APPN,Appian Corporation,43.2382,2800000000.0,2017.0,Technology,Computer Software: Prepackaged Software
APPS,APPS,"Digital Turbine, Inc.",5.7641,478470000.0,,Miscellaneous,Multi-Sector Companies
APRN,APRN,"Blue Apron Holdings, Inc.",8.5,111350000.0,2017.0,Consumer Services,Catalog/Specialty Distribution
APT,APT,"Alpha Pro Tech, Ltd.",3.45,45230000.0,,Health Care,Industrial Specialties
APTO,APTO,"Aptose Biosciences, Inc.",2.39,132520000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
APTS,APTS,"Preferred Apartment Communities, Inc.",14.51,645060000.0,2011.0,Consumer Services,Real Estate Investment Trusts
APTV,APTV,Aptiv PLC,85.46,21890000000.0,2011.0,Capital Goods,Auto Parts:O.E.M.
APTX,APTX,Aptinyx Inc.,3.59,120850000.0,2018.0,Health Care,Major Pharmaceuticals
APU,APU,"AmeriGas Partners, L.P.",31.93,2970000000.0,,Consumer Services,Other Specialty Stores
APVO,APVO,Aptevo Therapeutics Inc.,0.9883,44560000.0,,Health Care,Major Pharmaceuticals
APWC,APWC,Asia Pacific Wire & Cable Corporation Limited,2.0515,28350000.0,,Basic Industries,Telecommunications Equipment
APY,APY,Apergy Corporation,29.4,2280000000.0,2018.0,Technology,Industrial Machinery/Components
APYX,APYX,Apyx Medical Corporation,7.26,246250000.0,,Health Care,Medical/Dental Instruments
AQ,AQ,Aquantia Corp.,13.16,473390000.0,2017.0,Technology,Semiconductors
AQB,AQB,"AquaBounty Technologies, Inc.",3.11,67170000.0,,,
AQMS,AQMS,"Aqua Metals, Inc.",1.66,94560000.0,2015.0,Basic Industries,Metal Fabrications
AQN,AQN,Algonquin Power & Utilities Corp.,12.94,6410000000.0,2016.0,Public Utilities,Electric Utilities: Central
AQST,AQST,"Aquestive Therapeutics, Inc.",3.89,97150000.0,2018.0,Health Care,Major Pharmaceuticals
AQUA,AQUA,Evoqua Water Technologies Corp.,15.39,1760000000.0,2017.0,Technology,Industrial Machinery/Components
AQXP,AQXP,"Aquinox Pharmaceuticals, Inc.",3.48,81910000.0,2014.0,Health Care,Major Pharmaceuticals
AR,AR,Antero Resources Corporation,3.76,1160000000.0,2013.0,Energy,Oil & Gas Production
ARA,ARA,"American Renal Associates Holdings, Inc",7.15,232500000.0,2016.0,Health Care,Hospital/Nursing Management
ARAV,ARAV,"Aravive, Inc.",6.7163,75740000.0,2014.0,Health Care,Major Pharmaceuticals
ARAY,ARAY,Accuray Incorporated,3.715,327010000.0,2007.0,Health Care,Medical/Dental Instruments
ARC,ARC,"ARC Document Solutions, Inc.",1.58,73110000.0,2004.0,Consumer Services,Professional Services
ARCB,ARCB,ArcBest Corporation,28.55,728400000.0,,Transportation,Trucking Freight/Courier Services
ARCC,ARCC,Ares Capital Corporation,18.62,7950000000.0,2004.0,,
ARCE,ARCE,Arco Platform Limited,50.0,1140000000.0,2018.0,Consumer Services,Other Consumer Services
ARCH,ARCH,"Arch Coal, Inc.",78.53,1280000000.0,2016.0,Energy,Coal Mining
ARCI,ARCI,"Appliance Recycling Centers of America, Inc.",3.69,6250000.0,,Consumer Services,Home Furnishings
ARCO,ARCO,Arcos Dorados Holdings Inc.,8.06,1640000000.0,2011.0,Consumer Services,Restaurants
ARCT,ARCT,Arcturus Therapeutics Holdings Inc.,10.085,132300000.0,2013.0,Health Care,Major Pharmaceuticals
ARD,ARD,Ardagh Group S.A.,17.46,4130000000.0,2017.0,Consumer Durables,Containers/Packaging
ARDC,ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",15.17,347620000.0,2012.0,,
ARDS,ARDS,Aridis Pharmaceuticals Inc.,8.45,68510000.0,2018.0,Health Care,Major Pharmaceuticals
ARDX,ARDX,"Ardelyx, Inc.",2.38,148990000.0,2014.0,Health Care,Major Pharmaceuticals
ARE,ARE,"Alexandria Real Estate Equities, Inc.",146.45,16610000000.0,,Consumer Services,Real Estate Investment Trusts
AREC,AREC,American Resources Corporation,2.645,61670000.0,,Consumer Services,Other Consumer Services
ARES,ARES,Ares Management Corporation,28.21,6320000000.0,2014.0,Finance,Investment Managers
AREX,AREX,Approach Resources Inc.,0.2351,22030000.0,2007.0,Energy,Oil & Gas Production
ARGD,ARGD,"Argo Group International Holdings, Ltd.",25.78,,,Finance,Specialty Insurers
ARGX,ARGX,argenx SE,142.0,5410000000.0,2017.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARI,ARI,Apollo Commercial Real Estate Finance,19.02,2920000000.0,2009.0,Consumer Services,Real Estate Investment Trusts
ARKR,ARKR,Ark Restaurants Corp.,19.75,69100000.0,,Consumer Services,Restaurants
ARL,ARL,"American Realty Investors, Inc.",13.9,222360000.0,,Finance,Real Estate
ARLO,ARLO,"Arlo Technologies, Inc.",3.2,239340000.0,2018.0,Consumer Non-Durables,Consumer Electronics/Appliances
ARLP,ARLP,"Alliance Resource Partners, L.P.",16.47,2110000000.0,1999.0,Energy,Coal Mining
ARMK,ARMK,Aramark,37.66,9280000000.0,2013.0,Consumer Services,Restaurants
ARMP,ARMP,"Armata Pharmaceuticals, Inc.",3.89,38740000.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARNA,ARNA,"Arena Pharmaceuticals, Inc.",56.18,2780000000.0,2000.0,Health Care,Major Pharmaceuticals
ARNC^,ARNC^,Arconic Inc.,88.995,,,,
AROC,AROC,"Archrock, Inc.",9.08,1380000000.0,,Public Utilities,Natural Gas Distribution
AROW,AROW,Arrow Financial Corporation,32.55,472600000.0,,Finance,Major Banks
ARPO,ARPO,"Aerpio Pharmaceuticals, Inc.",0.69,28010000.0,,Health Care,Major Pharmaceuticals
ARQL,ARQL,"ArQule, Inc.",9.25,1110000000.0,1996.0,Health Care,Major Pharmaceuticals
ARR,ARR,"ARMOUR Residential REIT, Inc.",17.65,1040000000.0,,Consumer Services,Real Estate Investment Trusts
ARTL,ARTL,"Artelo Biosciences, Inc.",2.94,10000000.0,,Miscellaneous,Business Services
ARTNA,ARTNA,Artesian Resources Corporation,36.09,334720000.0,,Public Utilities,Water Supply
ARTW,ARTW,"Art&#39;s-Way Manufacturing Co., Inc.",2.17,9310000.0,,Capital Goods,Industrial Machinery/Components
ARTX,ARTX,Arotech Corporation,2.15,57330000.0,1994.0,Miscellaneous,Industrial Machinery/Components
ARVN,ARVN,"Arvinas, Inc.",24.7,832820000.0,2018.0,Health Care,Major Pharmaceuticals
ARW,ARW,"Arrow Electronics, Inc.",69.78,5800000000.0,,Technology,Electronic Components
ARWR,ARWR,"Arrowhead Pharmaceuticals, Inc.",29.15,2780000000.0,,Health Care,Major Pharmaceuticals
ARYA,ARYA,ARYA Sciences Acquisition Corp.,10.02,180050000.0,2018.0,Finance,Business Services
ASA,ASA,ASA Gold and Precious Metals Limited,13.21,254820000.0,,,
ASB,ASB,Associated Banc-Corp,20.43,3310000000.0,,Finance,Major Banks
ASC,ASC,Ardmore Shipping Corporation,6.36,210500000.0,2013.0,Transportation,Marine Transportation
ASET,ASET,FlexShares Real Assets Allocation Index Fund,29.1754,10210000.0,,,
ASFI,ASFI,"Asta Funding, Inc.",7.35,48550000.0,1995.0,Finance,Finance Companies
ASG,ASG,"Liberty All-Star Growth Fund, Inc.",5.84,219270000.0,,,
ASGN,ASGN,ASGN Incorporated,62.17,3280000000.0,1992.0,Technology,Professional Services
ASH,ASH,Ashland Global Holdings Inc.,75.83,4590000000.0,,Consumer Durables,Specialty Chemicals
ASIX,ASIX,AdvanSix Inc.,23.71,659510000.0,2016.0,Basic Industries,Major Chemicals
ASLN,ASLN,ASLAN Pharmaceuticals Limited,3.05,97750000.0,2018.0,Health Care,Major Pharmaceuticals
ASM,ASM,Avino Silver,0.7325,54460000.0,,Basic Industries,Precious Metals
ASMB,ASMB,"Assembly Biosciences, Inc.",14.0025,360030000.0,,Health Care,Major Pharmaceuticals
ASML,ASML,ASML Holding N.V.,219.89,92610000000.0,1995.0,Technology,Industrial Machinery/Components
ASNA,ASNA,"Ascena Retail Group, Inc.",0.3103,61380000.0,,Consumer Services,Clothing/Shoe/Accessory Stores
ASND,ASND,Ascendis Pharma A/S,115.365,5490000000.0,2015.0,Health Care,Major Pharmaceuticals
ASPN,ASPN,"Aspen Aerogels, Inc.",6.44,156490000.0,2014.0,Consumer Services,RETAIL: Building Materials
ASPS,ASPS,Altisource Portfolio Solutions S.A.,18.83,301260000.0,,Consumer Services,Other Consumer Services
ASPU,ASPU,Aspen Group Inc.,4.09,76270000.0,,Consumer Services,Other Consumer Services
ASR,ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V.",146.56,4400000000.0,,Transportation,Aerospace
ASRT,ASRT,"Assertio Therapeutics, Inc.",2.825,181940000.0,,Health Care,Major Pharmaceuticals
ASRV,ASRV,AmeriServ Financial Inc.,4.11,71450000.0,,Finance,Major Banks
ASTC,ASTC,Astrotech Corporation,2.33,13460000.0,,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ASTE,ASTE,"Astec Industries, Inc.",30.32,683130000.0,1986.0,Capital Goods,Construction/Ag Equipment/Trucks
ASUR,ASUR,Asure Software Inc,8.29,127710000.0,,Technology,EDP Services
ASV,ASV,"ASV Holdings, Inc.",7.0,69370000.0,2017.0,Capital Goods,Construction/Ag Equipment/Trucks
ASX,ASX,"ASE Technology Holding Co., Ltd.",4.41,9370000000.0,2018.0,Technology,Semiconductors
ASYS,ASYS,"Amtech Systems, Inc.",5.9,84020000.0,,Technology,Industrial Machinery/Components
AT,AT,Atlantic Power Corporation,2.39,261420000.00000003,,Energy,Electric Utilities: Central
ATAI,ATAI,ATA Inc.,2.4,57110000.0,2008.0,Consumer Services,Other Consumer Services
ATAX,ATAX,"America First Multifamily Investors, L.P.",7.14,431440000.0,,Finance,Finance: Consumer Services
ATEC,ATEC,"Alphatec Holdings, Inc.",5.8,347600000.0,2006.0,Health Care,Medical/Dental Instruments
ATEN,ATEN,"A10 Networks, Inc.",7.23,553490000.0,2014.0,Technology,Computer Communications Equipment
ATEST,ATEST,NASDAQ TEST STOCK,25.0,,,,
ATEX,ATEX,Anterix Inc.,45.1,669090000.0,2015.0,Public Utilities,Telecommunications Equipment
ATGE,ATGE,Adtalem Global Education Inc.,48.18,2730000000.0,,Consumer Services,Other Consumer Services
ATH,ATH,Athene Holding Ltd.,40.68,7630000000.0,2016.0,Finance,Life Insurance
ATHE,ATHE,Alterity Therapeutics Limited,0.97,13920000.0,,Health Care,Major Pharmaceuticals
ATHM,ATHM,Autohome Inc.,78.28,9240000000.0,2013.0,Technology,EDP Services
ATHX,ATHX,"Athersys, Inc.",1.28,191710000.0,,Health Care,Major Pharmaceuticals
ATI,ATI,Allegheny Technologies Incorporated,19.8,2500000000.0,,Basic Industries,Steel/Iron Ore
ATIF,ATIF,ATIF Holdings Limited,3.12,121680000.0,2019.0,Consumer Services,Professional Services
ATIS,ATIS,Attis Industries Inc.,1.2999,5610000.0,,Basic Industries,Major Chemicals
ATKR,ATKR,Atkore International Group Inc.,30.02,1390000000.0,2016.0,Miscellaneous,Industrial Machinery/Components
ATLC,ATLC,Atlanticus Holdings Corporation,5.455,87140000.0,1995.0,Finance,Finance: Consumer Services
ATLO,ATLO,Ames National Corporation,26.4,243730000.0,,Finance,Major Banks
ATNI,ATNI,"ATN International, Inc.",55.79,892290000.0,,Public Utilities,Telecommunications Equipment
ATNM,ATNM,"Actinium Pharmaceuticals, Inc.",0.2217,35920000.0,,Health Care,Major Pharmaceuticals
ATNX,ATNX,"Athenex, Inc.",15.395,1190000000.0,2017.0,Health Care,Major Pharmaceuticals
ATO,ATO,Atmos Energy Corporation,109.43,12800000000.0,,Public Utilities,Oil/Gas Transmission
ATOM,ATOM,Atomera Incorporated,4.52,69300000.0,2016.0,Technology,Semiconductors
ATOS,ATOS,Atossa Genetics Inc.,2.21,20170000.0,2012.0,Health Care,Major Pharmaceuticals
ATR,ATR,"AptarGroup, Inc.",122.87,7870000000.0,,Consumer Non-Durables,Plastic Products
ATRA,ATRA,"Atara Biotherapeutics, Inc.",12.57,586600000.0,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ATRC,ATRC,"AtriCure, Inc.",31.48,1220000000.0,2005.0,Health Care,Medical/Dental Instruments
ATRI,ATRI,Atrion Corporation,752.29,1390000000.0,,Health Care,Medical/Dental Instruments
ATRO,ATRO,Astronics Corporation,28.35,925680000.0,,Capital Goods,Military/Government/Technical
ATRS,ATRS,"Antares Pharma, Inc.",3.32,539900000.0,,Health Care,Medical/Dental Instruments
ATSG,ATSG,"Air Transport Services Group, Inc",20.941,1240000000.0,,Transportation,Air Freight/Delivery Services
ATTO,ATTO,Atento S.A.,2.3,173430000.0,2014.0,Public Utilities,Telecommunications Equipment
ATU,ATU,Actuant Corporation,22.07,1360000000.0,,Technology,Industrial Machinery/Components
ATUS,ATUS,"Altice USA, Inc.",26.79,17350000000.0,2017.0,Consumer Services,Television Services
ATV,ATV,"Acorn International, Inc.",17.0899,44110000.0,2007.0,Consumer Services,Other Specialty Stores
ATVI,ATVI,"Activision Blizzard, Inc",49.34,37790000000.0,,Technology,Computer Software: Prepackaged Software
ATXI,ATXI,"Avenue Therapeutics, Inc.",5.8,96040000.0,2017.0,Health Care,Major Pharmaceuticals
AU,AU,AngloGold Ashanti Limited,20.56,8510000000.0,,Basic Industries,Precious Metals
AUB,AUB,Atlantic Union Bankshares Corporation,36.75,3020000000.0,,Finance,Major Banks
AUBN,AUBN,"Auburn National Bancorporation, Inc.",40.47,144450000.0,,Finance,Major Banks
AUDC,AUDC,AudioCodes Ltd.,18.74,549970000.0,1999.0,Public Utilities,Telecommunications Equipment
AUG,AUG,Auryn Resources Inc.,1.58,150370000.0,,Basic Industries,Precious Metals
AUMN,AUMN,Golden Minerals Company,0.2391,25320000.0,,Basic Industries,Precious Metals
AUO,AUO,AU Optronics Corp,2.31,2220000000.0,2002.0,Technology,Semiconductors
AUPH,AUPH,Aurinia Pharmaceuticals Inc,5.725,525730000.0,,Health Care,Major Pharmaceuticals
AUTL,AUTL,Autolus Therapeutics plc,12.64,568570000.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AUTO,AUTO,"AutoWeb, Inc.",2.39,31420000.0,,Technology,"Computer Software: Programming, Data Processing"
AUY,AUY,Yamana Gold Inc.,3.54,3360000000.0,,Basic Industries,Precious Metals
AVA,AVA,Avista Corporation,46.25,3040000000.0,,Public Utilities,Power Generation
AVAL,AVAL,Grupo Aval Acciones y Valores S.A.,7.36,8199999999.999999,2014.0,Finance,Commercial Banks
AVAV,AVAV,"AeroVironment, Inc.",53.32,1280000000.0,2007.0,Capital Goods,Aerospace
AVB,AVB,"AvalonBay Communities, Inc.",206.52,28790000000.0,,Consumer Services,Real Estate Investment Trusts
AVCO,AVCO,Avalon GloboCare Corp.,2.01,152070000.0,,Consumer Services,Professional Services
AVD,AVD,American Vanguard Corporation,14.4,427940000.0,,Basic Industries,Agricultural Chemicals
AVDL,AVDL,Avadel Pharmaceuticals plc,2.18,81440000.0,,Health Care,Major Pharmaceuticals
AVDR,AVDR,"Avedro, Inc",23.19,396780000.0,2019.0,Health Care,Major Pharmaceuticals
AVEO,AVEO,"AVEO Pharmaceuticals, Inc.",0.676,108660000.0,2010.0,Health Care,Major Pharmaceuticals
AVGO,AVGO,Broadcom Inc.,270.88,107830000000.0,2009.0,Technology,Semiconductors
AVGR,AVGR,"Avinger, Inc.",1.77,11360000.0,2015.0,Health Care,Medical/Dental Instruments
AVH,AVH,Avianca Holdings S.A.,4.05,504720000.0,2013.0,Transportation,Air Freight/Delivery Services
AVID,AVID,"Avid Technology, Inc.",6.77,287150000.0,1993.0,Technology,Computer Software: Prepackaged Software
AVK,AVK,Advent Convertible and Income Fund,14.45,498890000.0,2003.0,,
AVLR,AVLR,"Avalara, Inc.",89.5,6260000000.0,2018.0,Technology,Computer Software: Prepackaged Software
AVNS,AVNS,"Avanos Medical, Inc.",38.73,1840000000.0,2014.0,Health Care,Industrial Specialties
AVNW,AVNW,"Aviat Networks, Inc.",13.24,71200000.0,,Technology,Radio And Television Broadcasting And Communications Equipment
AVP,AVP,"Avon Products, Inc.",4.4,1950000000.0,,Consumer Non-Durables,Package Goods/Cosmetics
AVRO,AVRO,"AVROBIO, Inc.",20.12,485840000.0,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVT,AVT,"Avnet, Inc.",43.0,4570000000.0,,Technology,Electronic Components
AVTR,AVTR,"Avantor, Inc.",17.01,9090000000.0,2019.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
AVX,AVX,AVX Corporation,14.62,2460000000.0,,Capital Goods,Electrical Products
AVXL,AVXL,Anavex Life Sciences Corp.,2.5,126830000.0,,Health Care,Biotechnology: Commercial Physical & Biological Resarch
AVY,AVY,Avery Dennison Corporation,114.67,9650000000.0,,Consumer Durables,Containers/Packaging
